Date:  12:25, Wednesday, June 10, 2015
Model name: Part1
Study name: Static 2(-Default-)
Plot type: Mesh Mesh Quality1
Result Type: Mesh


Node  ,Value  ,X (mm)  ,Y (mm)  ,Z (mm)
4347  ,0.000e+000  ,46.875  ,42.5  ,16.875
4348  ,0.000e+000  ,47.3  ,45.61  ,16.039
4349  ,0.000e+000  ,55.903  ,45.027  ,16.865
4350  ,0.000e+000  ,55.492  ,45.287  ,21.251
4351  ,0.000e+000  ,55.998  ,45.252  ,18.446
4352  ,0.000e+000  ,53.59  ,45.201  ,16.167
4353  ,0.000e+000  ,50.942  ,45.638  ,16.007
4354  ,0.000e+000  ,49.892  ,45.028  ,18.719
4355  ,0.000e+000  ,-6.2747  ,39.753  ,3.6317
4356  ,0.000e+000  ,-9.3761  ,43.033  ,3.6674
4357  ,0.000e+000  ,-4.2935  ,44.797  ,3.8789
4358  ,0.000e+000  ,-6.2722  ,44.422  ,5.1968
4359  ,0.000e+000  ,-5.0384  ,40.939  ,7.0898
4360  ,0.000e+000  ,-50.344  ,45.128  ,47.352
4361  ,0.000e+000  ,-47.85  ,44.848  ,46.718
4362  ,0.000e+000  ,-47.518  ,44.881  ,45.113
4363  ,0.000e+000  ,-46.527  ,40.413  ,46.018
4364  ,0.000e+000  ,-45.971  ,43.187  ,46.7
4365  ,0.000e+000  ,-52.927  ,45.195  ,47.096
4366  ,0.000e+000  ,-55.868  ,44.877  ,46.525
4367  ,0.000e+000  ,-50.953  ,43.161  ,46.637
4368  ,0.000e+000  ,-54.22  ,30.496  ,46.427
4369  ,0.000e+000  ,-49.615  ,33.063  ,46.657
4370  ,0.000e+000  ,-59.907  ,37.395  ,46.72
4371  ,0.000e+000  ,-56.541  ,32.032  ,46.362
4372  ,0.000e+000  ,-55.32  ,39.599  ,46.52
4373  ,0.000e+000  ,-54.783  ,34.434  ,46.724
4374  ,0.000e+000  ,-46.197  ,37.358  ,45.864
4375  ,0.000e+000  ,-47.24  ,35.106  ,46.555
4376  ,0.000e+000  ,-48.04  ,40.04  ,46.739
4377  ,0.000e+000  ,-50.086  ,34.942  ,46.688
4378  ,0.000e+000  ,-54.488  ,30.896  ,44.768
4379  ,0.000e+000  ,-52.73  ,33.299  ,45.131
4380  ,0.000e+000  ,-55.051  ,34.834  ,45.065
4381  ,0.000e+000  ,-50.354  ,35.342  ,45.029
4382  ,0.000e+000  ,65.557  ,22.746  ,38.582
4383  ,0.000e+000  ,65.546  ,22.599  ,41.974
4384  ,0.000e+000  ,64.828  ,25.457  ,38.524
4385  ,0.000e+000  ,65.419  ,28.048  ,40.703
4386  ,0.000e+000  ,65.462  ,25.452  ,42.212
4387  ,0.000e+000  ,60  ,3.3333  ,32.5
4388  ,0.000e+000  ,64.93  ,3.2812  ,33.281
4389  ,0.000e+000  ,60.027  ,3.4855  ,35.768
4390  ,0.000e+000  ,61.931  ,5.0827  ,35.865
4391  ,0.000e+000  ,65  ,5  ,32.5
4392  ,0.000e+000  ,62.917  ,3.5417  ,31.042
4393  ,0.000e+000  ,61.357  ,5.7412  ,32.595
4394  ,0.000e+000  ,66.509  ,3.2161  ,35.716
4395  ,0.000e+000  ,66.783  ,3.2596  ,40.403
4396  ,0.000e+000  ,64.913  ,3.2682  ,35.768
4397  ,0.000e+000  ,66.439  ,4.8037  ,35.179
4398  ,0.000e+000  ,63.44  ,6.6052  ,37.762
4399  ,0.000e+000  ,65.772  ,7.8887  ,39.017
4400  ,0.000e+000  ,66.509  ,6.5225  ,34.397
4401  ,0.000e+000  ,65.823  ,8.6522  ,35.592
4402  ,0.000e+000  ,62.867  ,7.2636  ,34.493
4403  ,0.000e+000  ,66.713  ,4.8472  ,39.866
4404  ,0.000e+000  ,64.843  ,4.8558  ,35.231
4405  ,0.000e+000  ,66.422  ,4.7907  ,37.666
4406  ,0.000e+000  ,63.406  ,3.4135  ,40.862
4407  ,0.000e+000  ,60.032  ,3.5502  ,38.334
4408  ,0.000e+000  ,60.185  ,3.4895  ,40.762
4409  ,0.000e+000  ,61.936  ,5.1474  ,38.431
4410  ,0.000e+000  ,64.268  ,6.4309  ,39.686
4411  ,0.000e+000  ,65.209  ,3.3895  ,40.535
4412  ,0.000e+000  ,63.339  ,3.398  ,35.9
4413  ,0.000e+000  ,64.918  ,3.3329  ,38.334
4414  ,0.000e+000  ,64.848  ,4.9205  ,37.797
4415  ,0.000e+000  ,66.315  ,16.96  ,43.814
4416  ,0.000e+000  ,66.215  ,15.149  ,42.031
4417  ,0.000e+000  ,65.374  ,12.978  ,40.756
4418  ,0.000e+000  ,65.869  ,19.049  ,38.598
4419  ,0.000e+000  ,65.236  ,16.943  ,37.144
4420  ,0.000e+000  ,65.859  ,18.902  ,41.989
4421  ,0.000e+000  ,64.378  ,16.712  ,43.602
4422  ,0.000e+000  ,65.415  ,15.094  ,38.646
4423  ,0.000e+000  ,62.78  ,14.032  ,39.253
4424  ,0.000e+000  ,65.243  ,20.253  ,40.591
4425  ,0.000e+000  ,63.507  ,21.009  ,44.344
4426  ,0.000e+000  ,62.025  ,18.818  ,45.957
4427  ,0.000e+000  ,62.89  ,22.36  ,42.945
4428  ,0.000e+000  ,63.203  ,18.664  ,42.961
4429  ,0.000e+000  ,63.008  ,19.772  ,38.142
4430  ,0.000e+000  ,62.374  ,17.665  ,36.688
4431  ,0.000e+000  ,62.553  ,15.816  ,38.19
4432  ,0.000e+000  ,57.634  ,14.824  ,39.69
4433  ,0.000e+000  ,59.919  ,14.755  ,38.797
4434  ,0.000e+000  ,57.616  ,16.607  ,37.899
4435  ,0.000e+000  ,62.381  ,20.976  ,40.135
4436  ,0.000e+000  ,62.693  ,17.279  ,40.15
4437  ,0.000e+000  ,60.341  ,19.386  ,42.505
4438  ,0.000e+000  ,55.258  ,18.882  ,46.67
4439  ,0.000e+000  ,55.262  ,20.939  ,46.54
4440  ,0.000e+000  ,60.208  ,18.281  ,46.571
4441  ,0.000e+000  ,59.033  ,20.233  ,45.93
4442  ,0.000e+000  ,58.524  ,18.849  ,43.119
4443  ,0.000e+000  ,53.388  ,18.115  ,45.088
4444  ,0.000e+000  ,53.392  ,20.171  ,44.958
4445  ,0.000e+000  ,53.405  ,15.292  ,44.964
4446  ,0.000e+000  ,56.654  ,18.081  ,41.536
4447  ,0.000e+000  ,55.347  ,18.928  ,44.961
4448  ,0.000e+000  ,55.07  ,15.695  ,46.666
4449  ,0.000e+000  ,55.087  ,12.872  ,46.543
4450  ,0.000e+000  ,60.087  ,12.494  ,46.601
4451  ,0.000e+000  ,56.84  ,10.757  ,46.554
4452  ,0.000e+000  ,57.028  ,16.508  ,46.54
4453  ,0.000e+000  ,55.159  ,15.741  ,44.957
4454  ,0.000e+000  ,53.848  ,9.9281  ,44.82
4455  ,0.000e+000  ,53.78  ,12.266  ,44.788
4456  ,0.000e+000  ,55.534  ,10.151  ,44.799
4457  ,0.000e+000  ,54.055  ,9.3825  ,43.094
4458  ,0.000e+000  ,54.831  ,11.877  ,41.356
4459  ,0.000e+000  ,57.029  ,15.055  ,41.36
4460  ,0.000e+000  ,53.852  ,15.135  ,43.202
4461  ,0.000e+000  ,55.534  ,12.715  ,44.781
4462  ,0.000e+000  ,63.626  ,13.971  ,43.445
4463  ,0.000e+000  ,61.855  ,12.934  ,45.05
4464  ,0.000e+000  ,62.784  ,11.8  ,42.169
4465  ,0.000e+000  ,61.788  ,15.534  ,45.015
4466  ,0.000e+000  ,57.906  ,12.923  ,41.559
4467  ,0.000e+000  ,60.191  ,12.854  ,40.666
4468  ,0.000e+000  ,62.966  ,15.379  ,42.019
4469  ,0.000e+000  ,60.613  ,17.485  ,44.374
4470  ,0.000e+000  ,60.104  ,16.101  ,41.564
4471  ,0.000e+000  ,58.796  ,16.948  ,44.989
4472  ,0.000e+000  ,56.927  ,16.18  ,43.406
4473  ,0.000e+000  ,58.609  ,13.761  ,44.984
4474  ,0.000e+000  ,57.302  ,13.155  ,43.229
4475  ,0.000e+000  ,61.77  ,10.428  ,45.04
4476  ,0.000e+000  ,60.98  ,7.948  ,44.784
4477  ,0.000e+000  ,58.616  ,6.3524  ,43.236
4478  ,0.000e+000  ,60.367  ,8.0103  ,40.904
4479  ,0.000e+000  ,62.699  ,9.2939  ,42.159
4480  ,0.000e+000  ,58.523  ,8.6912  ,44.993
4481  ,0.000e+000  ,57.044  ,7.9223  ,43.287
4482  ,0.000e+000  ,57.821  ,10.417  ,41.549
4483  ,0.000e+000  ,60.106  ,10.348  ,40.656
4484  ,0.000e+000  ,58.523  ,11.255  ,44.974
4485  ,0.000e+000  ,57.216  ,10.649  ,43.219
4486  ,0.000e+000  ,60.291  ,11.695  ,43.423
4487  ,0.000e+000  ,-66.601  ,5.2302  ,20.14
4488  ,0.000e+000  ,-66.844  ,9.5691  ,17.204
4489  ,0.000e+000  ,-66.581  ,5.2293  ,14.877
4490  ,0.000e+000  ,-66.688  ,5.1324  ,17.555
4491  ,0.000e+000  ,-66.614  ,5.0285  ,22.897
4492  ,0.000e+000  ,-66.857  ,4.7383  ,25.313
4493  ,0.000e+000  ,-65.133  ,5.1698  ,25.647
4494  ,0.000e+000  ,-66.654  ,6.8683  ,20.576
4495  ,0.000e+000  ,-58.602  ,5.1705  ,26.477
4496  ,0.000e+000  ,-57.268  ,7.0386  ,25.82
4497  ,0.000e+000  ,-62.064  ,5.2032  ,26.282
4498  ,0.000e+000  ,-61.077  ,6.1064  ,28.224
4499  ,0.000e+000  ,-57.032  ,6.7085  ,23.133
4500  ,0.000e+000  ,-63.597  ,6.7001  ,23.968
4501  ,0.000e+000  ,-64.927  ,3.361  ,14.3
4502  ,0.000e+000  ,-65.034  ,3.2641  ,16.979
4503  ,0.000e+000  ,-63.232  ,3.3701  ,14.067
4504  ,0.000e+000  ,-64.987  ,5.2016  ,17.243
4505  ,0.000e+000  ,-59.997  ,8.7377  ,12.946
4506  ,0.000e+000  ,-58.549  ,4.9914  ,13.331
4507  ,0.000e+000  ,-58.571  ,5.0493  ,10.483
4508  ,0.000e+000  ,-56.917  ,6.8664  ,12.081
4509  ,0.000e+000  ,-61.781  ,5.0282  ,12.397
4510  ,0.000e+000  ,-63.179  ,6.7653  ,10.835
4511  ,0.000e+000  ,-59.429  ,7.8237  ,10.223
4512  ,0.000e+000  ,-61.882  ,4.9914  ,14.997
4513  ,0.000e+000  ,-66.279  ,10.501  ,14.917
4514  ,0.000e+000  ,-66.016  ,6.1612  ,12.59
4515  ,0.000e+000  ,-62.537  ,9.8798  ,12.905
4516  ,0.000e+000  ,-65.75  ,10.59  ,10.954
4517  ,0.000e+000  ,-64.321  ,6.1703  ,12.356
4518  ,0.000e+000  ,-65.719  ,7.9073  ,10.794
4519  ,0.000e+000  ,-65.453  ,12.518  ,13.293
4520  ,0.000e+000  ,-62.806  ,11.02  ,14.746
4521  ,0.000e+000  ,-66.076  ,8.0018  ,15.532
4522  ,0.000e+000  ,-64.422  ,6.1335  ,14.956
4523  ,0.000e+000  ,-62.97  ,7.7916  ,13.287
4524  ,0.000e+000  ,-66.52  ,44.522  ,3.2748
4525  ,0.000e+000  ,-66.875  ,44.311  ,5.0354
4526  ,0.000e+000  ,-64.652  ,39.403  ,3.268
4527  ,0.000e+000  ,-66.416  ,40.847  ,5.0762
4528  ,0.000e+000  ,-66.447  ,39.705  ,3.3582
4529  ,0.000e+000  ,-63.167  ,46.972  ,5.2712
4530  ,0.000e+000  ,-64.984  ,46.578  ,5.1492
4531  ,0.000e+000  ,-65.34  ,46.367  ,6.9097
4532  ,0.000e+000  ,-64.849  ,44.435  ,5.257
4533  ,0.000e+000  ,-60.65  ,46.839  ,4.8302
4534  ,0.000e+000  ,-55.651  ,46.306  ,6.3619
4535  ,0.000e+000  ,-58.084  ,46.863  ,4.565
4536  ,0.000e+000  ,-57.301  ,44.661  ,4.969
4537  ,0.000e+000  ,-60.797  ,46.359  ,6.6904
4538  ,0.000e+000  ,-66.883  ,45.575  ,11.929
4539  ,0.000e+000  ,-66.815  ,44.946  ,9.0231
4540  ,0.000e+000  ,-66.355  ,43.542  ,14.301
4541  ,0.000e+000  ,-66.356  ,41.482  ,9.0638
4542  ,0.000e+000  ,-64.79  ,45.07  ,9.2447
4543  ,0.000e+000  ,-65.437  ,46.899  ,12.81
4544  ,0.000e+000  ,-64.91  ,44.867  ,15.182
4545  ,0.000e+000  ,-65.233  ,46.579  ,15.568
4546  ,0.000e+000  ,-63.344  ,46.394  ,10.126
4547  ,0.000e+000  ,-64.82  ,44.973  ,12.239
4548  ,0.000e+000  ,-61.78  ,46.176  ,8.8006
4549  ,0.000e+000  ,-59.263  ,46.044  ,8.3596
4550  ,0.000e+000  ,-61.81  ,46.08  ,11.795
4551  ,0.000e+000  ,-65.269  ,44.645  ,7.5117
4552  ,0.000e+000  ,-64.809  ,41.182  ,7.5525
4553  ,0.000e+000  ,-64.779  ,42.714  ,5.859
4554  ,0.000e+000  ,-63.243  ,44.77  ,7.7334
4555  ,0.000e+000  ,-60.726  ,44.638  ,7.2924
4556  ,0.000e+000  ,-64.719  ,43.349  ,9.8467
4557  ,0.000e+000  ,-63.273  ,44.673  ,10.728
4558  ,0.000e+000  ,-61.709  ,44.455  ,9.4026
4559  ,0.000e+000  ,-62.369  ,45.188  ,3.4889
4560  ,0.000e+000  ,-64.187  ,44.795  ,3.3669
4561  ,0.000e+000  ,-62.319  ,39.676  ,3.3601
4562  ,0.000e+000  ,-59.021  ,43.011  ,3.6278
4563  ,0.000e+000  ,-64.083  ,41.12  ,5.1683
4564  ,0.000e+000  ,-64.052  ,42.652  ,3.4748
4565  ,0.000e+000  ,-62.516  ,44.708  ,5.3491
4566  ,0.000e+000  ,-60  ,44.576  ,4.9081
4567  ,0.000e+000  ,-62.445  ,42.987  ,5.9511
4568  ,0.000e+000  ,-54.775  ,21.707  ,46.668
4569  ,0.000e+000  ,-55.131  ,22.53  ,45.026
4570  ,0.000e+000  ,-55.028  ,24.089  ,47.364
4571  ,0.000e+000  ,-55.058  ,19.399  ,46.649
4572  ,0.000e+000  ,-56.323  ,24.88  ,46.366
4573  ,0.000e+000  ,-53.27  ,20.019  ,44.976
4574  ,0.000e+000  ,-53.626  ,20.843  ,43.334
4575  ,0.000e+000  ,-53.553  ,17.712  ,44.957
4576  ,0.000e+000  ,-55.162  ,19.979  ,44.975
4577  ,0.000e+000  ,-65.314  ,20.33  ,33.35
4578  ,0.000e+000  ,-62.173  ,19.313  ,32.933
4579  ,0.000e+000  ,-58.781  ,25.454  ,37.083
4580  ,0.000e+000  ,-64.775  ,26.741  ,40.134
4581  ,0.000e+000  ,-58.437  ,27.371  ,36.828
4582  ,0.000e+000  ,-62.863  ,27.237  ,41.38
4583  ,0.000e+000  ,-58.989  ,26.664  ,39.035
4584  ,0.000e+000  ,-61.773  ,28.383  ,38.255
4585  ,0.000e+000  ,-61.27  ,27.438  ,34.909
4586  ,0.000e+000  ,-64.317  ,27.883  ,35.3
4587  ,0.000e+000  ,-63.7  ,23.841  ,36.129
4588  ,0.000e+000  ,-65.032  ,25.158  ,46.504
4589  ,0.000e+000  ,-64.943  ,24.475  ,44.484
4590  ,0.000e+000  ,-65.354  ,20.783  ,46.668
4591  ,0.000e+000  ,-63.031  ,24.971  ,45.73
4592  ,0.000e+000  ,-60.028  ,21.846  ,46.504
4593  ,0.000e+000  ,-66.654  ,14.278  ,45.318
4594  ,0.000e+000  ,-66.864  ,18.061  ,45.203
4595  ,0.000e+000  ,-64.899  ,19.302  ,44.875
4596  ,0.000e+000  ,-66.166  ,24.32  ,40.999
4597  ,0.000e+000  ,-66.578  ,20.628  ,43.183
4598  ,0.000e+000  ,-65.092  ,21.421  ,36.993
4599  ,0.000e+000  ,-64.445  ,24.135  ,38.505
4600  ,0.000e+000  ,-64.613  ,21.87  ,42.855
4601  ,0.000e+000  ,-66.122  ,19.148  ,41.39
4602  ,0.000e+000  ,-66.576  ,18.532  ,35.027
4603  ,0.000e+000  ,-65.609  ,19.328  ,36.294
4604  ,0.000e+000  ,-66.64  ,17.055  ,40.691
4605  ,0.000e+000  ,-66.354  ,19.623  ,38.671
4606  ,0.000e+000  ,65.723  ,17.727  ,16.467
4607  ,0.000e+000  ,65.71  ,15.507  ,18.515
4608  ,0.000e+000  ,65.718  ,12.773  ,18.955
4609  ,0.000e+000  ,66.592  ,4.9996  ,10.029
4610  ,0.000e+000  ,66.836  ,4.8173  ,12.347
4611  ,0.000e+000  ,66.592  ,4.9996  ,15.029
4612  ,0.000e+000  ,66.627  ,6.6225  ,9.2216
4613  ,0.000e+000  ,64.961  ,4.9558  ,12.555
4614  ,0.000e+000  ,67.005  ,5.1784  ,20.161
4615  ,0.000e+000  ,66.386  ,9.4552  ,19.884
4616  ,0.000e+000  ,66.535  ,5.2988  ,18.205
4617  ,0.000e+000  ,64.713  ,5.4848  ,19.929
4618  ,0.000e+000  ,65.805  ,10.494  ,17.2
4619  ,0.000e+000  ,66.531  ,6.8775  ,14.952
4620  ,0.000e+000  ,65.786  ,12.194  ,15.278
4621  ,0.000e+000  ,66.512  ,8.5776  ,13.03
4622  ,0.000e+000  ,66.455  ,8.8767  ,16.206
4623  ,0.000e+000  ,53.276  ,21.978  ,30.259
4624  ,0.000e+000  ,54.181  ,20.504  ,30.347
4625  ,0.000e+000  ,53.923  ,27.218  ,33.196
4626  ,0.000e+000  ,54.12  ,26.715  ,30.037
4627  ,0.000e+000  ,55.236  ,29.619  ,30.736
4628  ,0.000e+000  ,56.956  ,26.649  ,30.774
4629  ,0.000e+000  ,54.934  ,27.143  ,35.494
4630  ,0.000e+000  ,57.642  ,28.142  ,35.13
4631  ,0.000e+000  ,55.321  ,28.728  ,33.665
4632  ,0.000e+000  ,58.019  ,28.565  ,33.003
4633  ,0.000e+000  ,54.313  ,24.496  ,32.558
4634  ,0.000e+000  ,54.446  ,22.665  ,29.062
4635  ,0.000e+000  ,55.378  ,23.544  ,27.52
4636  ,0.000e+000  ,54.131  ,25.159  ,28.676
4637  ,0.000e+000  ,56.967  ,25.093  ,29.413
4638  ,0.000e+000  ,57.912  ,23.022  ,29.167
4639  ,0.000e+000  ,55.351  ,21.191  ,29.15
4640  ,0.000e+000  ,54.325  ,22.94  ,31.196
4641  ,0.000e+000  ,55.483  ,25.183  ,31.361
4642  ,0.000e+000  ,59.792  ,26.162  ,30.24
4643  ,0.000e+000  ,63.506  ,23.637  ,31.583
4644  ,0.000e+000  ,62.894  ,27.459  ,30.776
4645  ,0.000e+000  ,63.576  ,25.155  ,29.479
4646  ,0.000e+000  ,63.837  ,26.995  ,32.444
4647  ,0.000e+000  ,60.737  ,24.091  ,29.995
4648  ,0.000e+000  ,62.936  ,26.364  ,34.064
4649  ,0.000e+000  ,60.856  ,28.078  ,32.47
4650  ,0.000e+000  ,58.308  ,26.251  ,32.189
4651  ,0.000e+000  ,58.32  ,24.695  ,30.828
4652  ,0.000e+000  ,63.194  ,20.886  ,34.461
4653  ,0.000e+000  ,62.56  ,18.779  ,33.007
4654  ,0.000e+000  ,63.036  ,20.87  ,31.921
4655  ,0.000e+000  ,60.267  ,21.324  ,30.333
4656  ,0.000e+000  ,61.3  ,19.175  ,29.739
4657  ,0.000e+000  ,57.705  ,19.492  ,30.316
4658  ,0.000e+000  ,57.849  ,21.928  ,31.166
4659  ,0.000e+000  ,60.674  ,22.997  ,31.994
4660  ,0.000e+000  ,54.985  ,14.876  ,39.083
4661  ,0.000e+000  ,54.967  ,16.659  ,37.292
4662  ,0.000e+000  ,57.183  ,18.055  ,39.087
4663  ,0.000e+000  ,54.006  ,18.134  ,40.929
4664  ,0.000e+000  ,54.381  ,15.108  ,40.753
4665  ,0.000e+000  ,63.043  ,19.455  ,35.59
4666  ,0.000e+000  ,62.41  ,17.348  ,34.137
4667  ,0.000e+000  ,62.589  ,15.499  ,35.639
4668  ,0.000e+000  ,59.954  ,14.438  ,36.245
4669  ,0.000e+000  ,57.651  ,16.29  ,35.348
4670  ,0.000e+000  ,57.582  ,16.177  ,32.651
4671  ,0.000e+000  ,59.867  ,17.685  ,37.143
4672  ,0.000e+000  ,60.054  ,18.799  ,33.462
4673  ,0.000e+000  ,57.219  ,17.738  ,36.536
4674  ,0.000e+000  ,55.163  ,16.998  ,34.882
4675  ,0.000e+000  ,55.067  ,18.77  ,30.98
4676  ,0.000e+000  ,55.094  ,16.885  ,32.185
4677  ,0.000e+000  ,54.041  ,20.519  ,33.026
4678  ,0.000e+000  ,55.211  ,21.206  ,31.83
4679  ,0.000e+000  ,57.566  ,19.507  ,32.996
4680  ,0.000e+000  ,54.731  ,18.446  ,36.07
4681  ,0.000e+000  ,57.415  ,18.077  ,34.125
4682  ,0.000e+000  ,58.418  ,19.919  ,37.696
4683  ,0.000e+000  ,55.08  ,22.045  ,34.045
4684  ,0.000e+000  ,56.238  ,24.288  ,34.21
4685  ,0.000e+000  ,56.25  ,22.731  ,32.849
4686  ,0.000e+000  ,59.075  ,23.8  ,33.677
4687  ,0.000e+000  ,58.604  ,21.033  ,34.015
4688  ,0.000e+000  ,55.77  ,19.972  ,37.089
4689  ,0.000e+000  ,58.454  ,19.602  ,35.144
4690  ,0.000e+000  ,55.966  ,20.311  ,34.678
4691  ,0.000e+000  ,65.24  ,13.885  ,13.511
4692  ,0.000e+000  ,65.889  ,12.268  ,12.517
4693  ,0.000e+000  ,66.855  ,11.906  ,4.4769
4694  ,0.000e+000  ,66.564  ,9.3174  ,4.9769
4695  ,0.000e+000  ,66.56  ,9.07  ,6.591
4696  ,0.000e+000  ,65.898  ,12.716  ,8.6328
4697  ,0.000e+000  ,65.204  ,12.641  ,3.1475
4698  ,0.000e+000  ,65.166  ,15.207  ,3.3351
4699  ,0.000e+000  ,64.913  ,10.052  ,3.6475
4700  ,0.000e+000  ,64.802  ,12.208  ,5.186
4701  ,0.000e+000  ,23.75  ,35  ,38.75
4702  ,0.000e+000  ,26.74  ,34.738  ,36.316
4703  ,0.000e+000  ,28.75  ,35  ,38.75
4704  ,0.000e+000  ,28.023  ,37.485  ,39.014
4705  ,0.000e+000  ,30.875  ,33.634  ,43.278
4706  ,0.000e+000  ,30.045  ,33.635  ,44.95
4707  ,0.000e+000  ,29.83  ,34.444  ,41
4708  ,0.000e+000  ,29.103  ,36.929  ,41.264
4709  ,0.000e+000  ,30.095  ,35.63  ,44.817
4710  ,0.000e+000  ,27.819  ,37.068  ,44.943
4711  ,0.000e+000  ,27.33  ,34.444  ,41
4712  ,0.000e+000  ,62.078  ,27.604  ,6.1459
4713  ,0.000e+000  ,63.61  ,28.387  ,7.8135
4714  ,0.000e+000  ,59.504  ,27.55  ,6.2903
4715  ,0.000e+000  ,61.245  ,26.027  ,11.795
4716  ,0.000e+000  ,63.422  ,26.944  ,10.816
4717  ,0.000e+000  ,57.985  ,28.783  ,9.9414
4718  ,0.000e+000  ,62.027  ,30.081  ,6.2033
4719  ,0.000e+000  ,58.835  ,42.641  ,15.38
4720  ,0.000e+000  ,58.931  ,42.866  ,16.961
4721  ,0.000e+000  ,61.033  ,41.187  ,17.373
4722  ,0.000e+000  ,55.706  ,39.074  ,4.7834
4723  ,0.000e+000  ,53.451  ,39.883  ,3.5875
4724  ,0.000e+000  ,58.33  ,36.918  ,3.6829
4725  ,0.000e+000  ,52.99  ,34.964  ,3.3046
4726  ,0.000e+000  ,53.052  ,35.275  ,5.3138
4727  ,0.000e+000  ,57.944  ,29.54  ,4.3047
4728  ,0.000e+000  ,56.425  ,30.773  ,7.9558
4729  ,0.000e+000  ,60.467  ,32.072  ,4.2177
4730  ,0.000e+000  ,59.941  ,34.787  ,4.3868
4731  ,0.000e+000  ,54.601  ,32.833  ,4.0085
4732  ,0.000e+000  ,54.663  ,33.144  ,6.0177
4733  ,0.000e+000  ,59.272  ,30.532  ,6.9728
4734  ,0.000e+000  ,56.101  ,34.654  ,4.2833
4735  ,0.000e+000  ,54.364  ,39.796  ,6.6552
4736  ,0.000e+000  ,52.109  ,40.606  ,5.4593
4737  ,0.000e+000  ,52.438  ,41.737  ,7.6822
4738  ,0.000e+000  ,50.857  ,40.745  ,7.3877
4739  ,0.000e+000  ,48.89  ,36.657  ,7.0826
4740  ,0.000e+000  ,51.71  ,35.998  ,7.1856
4741  ,0.000e+000  ,52.153  ,36.615  ,9.2865
4742  ,0.000e+000  ,50.812  ,39.347  ,9.2677
4743  ,0.000e+000  ,53.149  ,37.508  ,5.4512
4744  ,0.000e+000  ,-14.45  ,34.478  ,3.9806
4745  ,0.000e+000  ,-14.607  ,36.315  ,4.4919
4746  ,0.000e+000  ,-9.1255  ,36.738  ,4.0342
4747  ,0.000e+000  ,-12.227  ,40.017  ,4.0698
4748  ,0.000e+000  ,-13.166  ,37.834  ,6.0533
4749  ,0.000e+000  ,-4.3672  ,33.951  ,8.7922
4750  ,0.000e+000  ,-6.7486  ,35.427  ,5.4228
4751  ,0.000e+000  ,-5.5122  ,36.612  ,8.8809
4752  ,0.000e+000  ,-8.7083  ,34.909  ,6.0491
4753  ,0.000e+000  ,-8.5136  ,38.989  ,5.3812
4754  ,0.000e+000  ,-11.615  ,42.269  ,5.4169
4755  ,0.000e+000  ,-10.862  ,43.49  ,8.6057
4756  ,0.000e+000  ,-12.554  ,40.086  ,7.4003
4757  ,0.000e+000  ,-8.5111  ,43.658  ,6.9464
4758  ,0.000e+000  ,-7.2772  ,40.175  ,8.8393
4759  ,0.000e+000  ,-7.6226  ,41.488  ,5.6051
4760  ,0.000e+000  ,-10.473  ,38.472  ,6.0075
4761  ,0.000e+000  ,-8.0964  ,37.161  ,7.3962
4762  ,0.000e+000  ,-5.3894  ,34.001  ,10.819
4763  ,0.000e+000  ,-6.5344  ,36.662  ,10.908
4764  ,0.000e+000  ,-7.3536  ,33.648  ,9.4645
4765  ,0.000e+000  ,-9.1186  ,37.211  ,9.4229
4766  ,0.000e+000  ,-17.092  ,33.032  ,5.0958
4767  ,0.000e+000  ,-17.249  ,34.87  ,5.607
4768  ,0.000e+000  ,-19.121  ,33.413  ,6.7484
4769  ,0.000e+000  ,-18.763  ,33.851  ,8.672
4770  ,0.000e+000  ,-16.638  ,34.127  ,8.9192
4771  ,0.000e+000  ,-15.808  ,36.389  ,7.1684
4772  ,0.000e+000  ,-13.727  ,34.776  ,5.7756
4773  ,0.000e+000  ,-14.788  ,34.362  ,9.7049
4774  ,0.000e+000  ,-13.958  ,36.625  ,7.954
4775  ,0.000e+000  ,-11.877  ,35.011  ,6.5612
4776  ,0.000e+000  ,-9.5003  ,33.7  ,7.9499
4777  ,0.000e+000  ,-11.265  ,37.263  ,7.9083
4778  ,0.000e+000  ,-10.523  ,33.75  ,9.9766
4779  ,0.000e+000  ,-14.519  ,33.566  ,7.6764
4780  ,0.000e+000  ,3.9999  ,48.193  ,12.028
4781  ,0.000e+000  ,3.0742  ,46.211  ,13.408
4782  ,0.000e+000  ,1.1832  ,47.397  ,9.5229
4783  ,0.000e+000  ,23.081  ,35.109  ,3.4168
4784  ,0.000e+000  ,21.772  ,35.442  ,5.4153
4785  ,0.000e+000  ,20.032  ,37.226  ,4.042
4786  ,0.000e+000  ,20.706  ,38.623  ,5.1332
4787  ,0.000e+000  ,22.451  ,39.552  ,9.3699
4788  ,0.000e+000  ,23.626  ,37.079  ,9.3235
4789  ,0.000e+000  ,21.96  ,36.502  ,7.2152
4790  ,0.000e+000  ,23.638  ,41.737  ,7.6333
4791  ,0.000e+000  ,20.894  ,39.683  ,6.9331
4792  ,0.000e+000  ,23.314  ,38.099  ,5.597
4793  ,0.000e+000  ,25.349  ,34.246  ,8.949
4794  ,0.000e+000  ,24.992  ,33.336  ,4.8422
4795  ,0.000e+000  ,23.684  ,33.669  ,6.8408
4796  ,0.000e+000  ,27.849  ,34.246  ,8.949
